,subject_id_within_expert_type,trial_nr,block_nr,batch_block,instr_type,trial_type,instruction_grid_mode,n_instruction_patches,catch_trial,batch,layer,kernel_size,channel,query_order,correct,conf_rating,RT,timeout,response,correct_response,query_image_a,query_image_b,old_trial_nr,old_block_nr,seed,unit_name,condition_name,abs_conf_rating,subject_id,expert_level
13,5,13,2,e,optimized,main,max_max,1,True,0,layer_4,3,channel_0,max_min,True,-3,1.6277241706848145,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_4/kernel_size_3/channel_0/optimized_images/max_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_4/kernel_size_3/channel_0/optimized_images/min_0.png,,,42,"4c, P ",Max-1,3,5,expert
14,5,14,2,a,optimized,main,max_max,1,False,4,layer_8,3,channel_0,max_min,True,-1,6.244568109512329,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_4/min_0.png,,,42,"5b, P ",Max-1,1,5,expert
15,5,15,2,a,optimized,main,max_max,1,False,4,layer_2,2,channel_0,max_min,True,-3,2.653752088546753,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_2/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_2/channel_0/natural_images/batch_4/min_0.png,,,42,"4a, 5x5 ",Max-1,3,5,expert
16,5,16,2,a,optimized,main,max_max,1,False,4,layer_8,0,channel_0,max_min,True,-1,4.1459712982177725,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_4/min_0.png,,,42,"5b, 1x1 ",Max-1,1,5,expert
17,5,17,2,a,optimized,main,max_max,1,False,4,layer_2,3,channel_0,min_max,True,2,1.9956562519073489,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_3/channel_0/natural_images/batch_4/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_3/channel_0/natural_images/batch_4/max_1.png,,,42,"4a, P ",Max-1,2,5,expert
18,5,18,3,a,natural,main,max_max,1,False,3,layer_6,3,channel_0,min_max,False,-1,3.53084135055542,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_3/max_1.png,,,42,"4e, P ",Max-1,1,5,expert
19,5,19,3,a,natural,main,max_max,1,False,3,layer_4,1,channel_0,min_max,False,-2,5.643920183181763,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_3/max_1.png,,,42,"4c, 3x3 ",Max-1,2,5,expert
20,5,20,3,a,natural,main,max_max,1,False,3,layer_8,2,channel_0,max_min,False,1,6.0947911739349365,False,b,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_3/min_0.png,,,42,"5b, 5x5 ",Max-1,1,5,expert
21,5,21,3,a,natural,main,max_max,1,False,3,layer_0,2,channel_0,max_min,False,1,2.302808284759521,False,b,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_2/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_2/channel_0/natural_images/batch_3/min_0.png,,,42,"3a, 5x5 ",Max-1,1,5,expert
22,5,22,3,a,natural,main,max_max,1,False,3,layer_2,0,channel_0,max_min,True,-1,7.638303279876709,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_0/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,,,42,"4a, 1x1 ",Max-1,1,5,expert
23,5,23,3,e,natural,main,max_max,1,True,0,layer_2,1,channel_0,max_min,True,-3,1.3522372245788574,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_0/max_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_0/min_1.png,,,42,"4a, 3x3 ",Max-1,3,5,expert
24,5,24,3,a,natural,main,max_max,1,False,3,layer_4,2,channel_0,min_max,False,-1,5.484835147857666,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_2/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_2/channel_0/natural_images/batch_3/max_1.png,,,42,"4c, 5x5 ",Max-1,1,5,expert
25,5,25,3,e,natural,main,max_max,1,True,0,layer_8,2,channel_0,min_max,True,3,0.9055602550506592,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_0/min_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_0/max_0.png,,,42,"5b, 5x5 ",Max-1,3,5,expert
26,5,26,3,a,natural,main,max_max,1,False,3,layer_2,1,channel_0,max_min,True,-2,2.404561281204224,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,,,42,"4a, 3x3 ",Max-1,2,5,expert
27,5,27,3,a,natural,main,max_max,1,False,3,layer_6,2,channel_0,max_min,True,-3,1.34405517578125,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_2/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_2/channel_0/natural_images/batch_3/min_0.png,,,42,"4e, 5x5 ",Max-1,3,5,expert
28,5,28,3,a,natural,main,max_max,1,False,3,layer_0,1,channel_0,min_max,True,2,3.719807147979736,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_3/max_1.png,,,42,"3a, 3x3 ",Max-1,2,5,expert
29,5,29,3,a,natural,main,max_max,1,False,3,layer_6,0,channel_0,min_max,True,2,4.8106091022491455,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_3/max_1.png,,,42,"4e, 1x1 ",Max-1,2,5,expert
30,5,30,4,a,optimized,main,max_max,1,False,4,layer_0,0,channel_0,min_max,True,1,3.9827060699462886,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_0/channel_0/natural_images/batch_4/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_0/channel_0/natural_images/batch_4/max_1.png,,,42,"3a, 1x1 ",Max-1,1,5,expert
31,5,31,4,a,optimized,main,max_max,1,False,4,layer_4,0,channel_0,min_max,False,-1,5.571622133255005,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_0/channel_0/natural_images/batch_4/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_0/channel_0/natural_images/batch_4/max_1.png,,,42,"4c, 1x1 ",Max-1,1,5,expert
32,5,32,4,a,optimized,main,max_max,1,False,4,layer_6,2,channel_0,min_max,True,2,2.560760259628296,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_2/channel_0/natural_images/batch_4/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_2/channel_0/natural_images/batch_4/max_1.png,,,42,"4e, 5x5 ",Max-1,2,5,expert
33,5,33,4,e,optimized,main,max_max,1,True,0,layer_0,2,channel_0,max_min,True,-3,1.0711321830749512,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_0/kernel_size_2/channel_0/optimized_images/max_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_0/kernel_size_2/channel_0/optimized_images/min_0.png,,,42,"3a, 5x5 ",Max-1,3,5,expert
34,5,34,4,a,optimized,main,max_max,1,False,4,layer_0,2,channel_0,max_min,True,-2,5.244370222091675,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_2/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_2/channel_0/natural_images/batch_4/min_0.png,,,42,"3a, 5x5 ",Max-1,2,5,expert
35,5,35,4,a,optimized,main,max_max,1,False,4,layer_8,2,channel_0,min_max,False,-3,5.195399045944214,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_4/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_4/max_1.png,,,42,"5b, 5x5 ",Max-1,3,5,expert
36,5,36,4,a,optimized,main,max_max,1,False,4,layer_2,1,channel_0,max_min,True,-1,5.553837299346924,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_4/min_0.png,,,42,"4a, 3x3 ",Max-1,1,5,expert
37,5,37,4,a,optimized,main,max_max,1,False,4,layer_8,1,channel_0,max_min,True,-2,3.4284350872039795,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_4/min_0.png,,,42,"5b, 3x3 ",Max-1,2,5,expert
38,5,38,4,a,optimized,main,max_max,1,False,4,layer_6,0,channel_0,max_min,False,2,3.5142581462860107,False,b,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_4/min_0.png,,,42,"4e, 1x1 ",Max-1,2,5,expert
39,5,39,4,a,optimized,main,max_max,1,False,4,layer_0,1,channel_0,max_min,True,-2,4.163504123687743,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_4/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_4/min_0.png,,,42,"3a, 3x3 ",Max-1,2,5,expert
40,5,40,4,a,optimized,main,max_max,1,False,4,layer_4,1,channel_0,min_max,True,1,4.802563190460205,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_4/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_4/max_1.png,,,42,"4c, 3x3 ",Max-1,1,5,expert
41,5,41,4,e,optimized,main,max_max,1,True,0,layer_8,1,channel_0,max_min,True,-3,1.8865370750427248,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_8/kernel_size_1/channel_0/optimized_images/max_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_8/kernel_size_1/channel_0/optimized_images/min_0.png,,,42,"5b, 3x3 ",Max-1,3,5,expert
42,5,42,5,a,natural,main,max_max,1,False,3,layer_8,0,channel_0,min_max,True,2,2.564685106277466,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_3/max_1.png,,,42,"5b, 1x1 ",Max-1,2,5,expert
43,5,43,5,a,natural,main,max_max,1,False,3,layer_2,3,channel_0,max_min,True,-2,1.8605730533599851,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_3/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_3/channel_0/natural_images/batch_3/min_0.png,,,42,"4a, P ",Max-1,2,5,expert
44,5,44,5,a,natural,main,max_max,1,False,3,layer_8,3,channel_0,min_max,True,1,3.785694122314453,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_3/max_1.png,,,42,"5b, P ",Max-1,1,5,expert
45,5,45,5,e,natural,main,max_max,1,True,0,layer_8,0,channel_0,max_min,True,-3,1.6523041725158691,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_0/max_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_0/min_1.png,,,42,"5b, 1x1 ",Max-1,3,5,expert
46,5,46,5,a,natural,main,max_max,1,False,3,layer_6,1,channel_0,max_min,False,1,3.5690042972564697,False,b,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_1/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_6/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,,,42,"4e, 3x3 ",Max-1,1,5,expert
47,5,47,5,a,natural,main,max_max,1,False,3,layer_2,2,channel_0,min_max,True,2,1.1109530925750732,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_2/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_2/kernel_size_2/channel_0/natural_images/batch_3/max_1.png,,,42,"4a, 5x5 ",Max-1,2,5,expert
48,5,48,5,a,natural,main,max_max,1,False,3,layer_0,3,channel_0,min_max,False,-2,3.2863492965698238,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_3/max_1.png,,,42,"3a, P ",Max-1,2,5,expert
49,5,49,5,a,natural,main,max_max,1,False,3,layer_0,0,channel_0,min_max,False,-1,2.961557149887085,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_0/kernel_size_0/channel_0/natural_images/batch_3/max_1.png,,,42,"3a, 1x1 ",Max-1,1,5,expert
50,5,50,5,a,natural,main,max_max,1,False,3,layer_4,3,channel_0,min_max,True,3,1.610830307006836,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_3/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_3/channel_0/natural_images/batch_3/max_1.png,,,42,"4c, P ",Max-1,3,5,expert
51,5,51,5,a,natural,main,max_max,1,False,3,layer_8,1,channel_0,max_min,True,-1,3.493857145309448,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_3/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,,,42,"5b, 3x3 ",Max-1,1,5,expert
52,5,52,5,a,natural,main,max_max,1,False,3,layer_4,0,channel_0,min_max,True,3,1.0693583488464355,False,b,b,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_a/channel/sampled_trials/layer_4/kernel_size_0/channel_0/natural_images/batch_3/max_1.png,,,42,"4c, 1x1 ",Max-1,3,5,expert
53,5,53,5,e,natural,main,max_max,1,True,0,layer_6,1,channel_0,max_min,True,-3,0.6878871917724609,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_6/kernel_size_1/channel_0/natural_images/batch_0/max_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_e/channel/sampled_trials/layer_6/kernel_size_1/channel_0/natural_images/batch_0/min_1.png,,,42,"4e, 3x3 ",Max-1,3,5,expert
54,5,54,6,f,optimized,practice,min_max,1,False,0,layer_6,0,channel_0,max_min,True,-2,4.16007924079895,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_f/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_0/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_f/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_0/min_0.png,,,42,"4e, 1x1 ",Min-Max-1,2,5,expert
55,5,55,6,f,optimized,practice,min_max,1,False,0,layer_0,3,channel_0,max_min,True,-2,5.167354106903076,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_f/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_0/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_f/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_0/min_0.png,,,42,"3a, P ",Min-Max-1,2,5,expert
56,5,56,6,f,optimized,practice,min_max,1,False,0,layer_6,3,channel_0,max_min,True,-3,3.7655451297760014,False,a,a,../stimuli_ablation_study_September_2_stimuli/batch_block_f/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_0/max_1.png,../stimuli_ablation_study_September_2_stimuli/batch_block_f/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_0/min_0.png,,,42,"4e, P ",Min-Max-1,3,5,expert
57,5,57,7,g,natural,practice,min_max,1,False,0,layer_6,3,channel_0,min_max,False,-2,5.8093721866607675,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_g/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_0/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_g/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_0/max_1.png,,,42,"4e, P ",Min-Max-1,2,5,expert
58,5,58,7,g,natural,practice,min_max,1,False,0,layer_0,1,channel_0,min_max,False,-1,5.215449333190918,False,a,b,../stimuli_ablation_study_September_2_stimuli/batch_block_g/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_0/min_0.png,../stimuli_ablation_study_September_2_stimuli/batch_block_g/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_0/max_1.png,,,42,"3a, 3x3 ",Min-Max-1,1,5,expert
